Creationtime,Einddatum,Einddatumgepland,Hoofdzaak_id,Zaak_id,Zaaknummer,Omschrijving,Registratiedatum,Startdatum,Toelichting,UiterlijkeEinddatumAfdoening,VerantwoordelijkeOrganisatie,VertrouwelijkheidAanduiding,Zaaktype_id,When,Change
2024-02-15 15:42:13.329,,2024-02-29,,1ae19d91-a591-40ac-b1dd-5382b8c53e0f,Z2024-00000012,omschrijving 178,2024-02-15,2024-02-15,toelichting 178,2026-11-10,805307631,Openbaar,498d1efa-5cf6-4300-b346-9d85e4399774,2025-07-06 11:42:38.057,insert
2023-09-13 10:07:32.861,2024-02-20,2023-09-27,,55c7d0a2-70a7-4439-8ffc-71e5ab3a349f,Z2023-00000136,omschrijving 179,2023-09-13,2023-09-13,toelichting 179,2023-10-11,805307631,Openbaar,f24154fd-5f45-4ef2-9248-ef061e248541,2025-07-06 11:42:39.759,insert
2024-02-20 11:12:16.583,,2024-03-19,,e61f413d-e65e-4a47-9426-77dccc9c544a,Z2024-00000019,omschrijving 180,2024-02-20,2024-02-20,toelichting 180,2024-03-19,805307631,Openbaar,62c55bce-3776-4764-9a9b-b0c7d1ce9949,2025-07-06 11:42:39.836,insert
2024-12-10 13:58:02.270,2025-05-27,2024-12-24,,723d2a60-bbe8-4756-b0d3-ee1a6be85702,Z2024-00000136,omschrijving 181,2024-12-10,2024-12-10,toelichting 181,2027-09-05,805307631,Openbaar,498d1efa-5cf6-4300-b346-9d85e4399774,2025-07-06 11:42:40.029,insert
2024-09-12 09:42:30.774,2025-05-27,2024-11-15,,2cfef913-0936-4cdf-955f-d2f7759c1071,Z2024-00000112,omschrijving 182,2024-09-12,2024-11-01,toelichting 182,2024-11-29,805307631,Zaakvertrouwelijk,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:40.033,insert
2024-02-19 14:56:27.231,,2024-03-18,,ea6bbb85-6374-4176-935e-4874c39b93e7,Z2024-00000017,omschrijving 183,2024-02-19,2024-02-19,toelichting 183,2024-03-18,805307631,Openbaar,268263b2-00e7-4137-a156-5c093da5c219,2025-07-06 11:42:40.043,insert
2024-02-19 14:18:58.173,,2024-03-18,,ecd3a420-be98-4a32-97d2-dd63464f8718,Z2024-00000014,omschrijving 184,2024-02-19,2024-02-19,toelichting 184,2024-03-18,805307631,Openbaar,268263b2-00e7-4137-a156-5c093da5c219,2025-07-06 11:42:40.046,insert
2024-02-19 14:55:08.529,2024-02-22,2024-03-18,,ed127eff-d60f-4021-bdb8-6a5bafe0765e,Z2024-00000016,omschrijving 185,2024-02-19,2024-02-19,toelichting 185,2024-03-18,805307631,Openbaar,268263b2-00e7-4137-a156-5c093da5c219,2025-07-06 11:42:40.046,insert
2024-09-13 10:39:52.469,2024-09-13,2024-11-08,,b6d732cc-4636-4526-b891-9d2e43e9f50f,Z2024-00000113,omschrijving 186,2024-09-13,2024-09-13,toelichting 186,2024-12-20,805307631,Openbaar,02feced3-2eaf-4d7f-9ec9-ce78b0963d45,2025-07-06 11:42:40.232,insert
2024-12-10 14:05:04.682,2025-05-27,2024-12-24,,e0531307-2d1e-4415-9fa9-f52d49faa6d2,Z2024-00000137,omschrijving 187,2024-12-10,2024-12-10,toelichting 187,2025-01-07,805307631,Openbaar,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:40.557,insert
2024-09-16 12:54:51.592,2024-09-17,2024-11-11,,99f0f245-7e0c-4216-93eb-c796855a2956,Z2024-00000114,omschrijving 188,2024-09-16,2024-09-16,toelichting 188,2024-11-11,805307631,Openbaar,4aded2db-03b7-4207-931e-cd0e2b3ae774,2025-07-06 11:42:41.978,insert
2024-12-05 10:42:16.245,2025-05-27,2025-01-30,,f7e457ae-335e-4f8e-8a2d-0d97fd90570a,Z2024-00000131,omschrijving 189,2024-12-05,2024-12-05,toelichting 189,2025-01-30,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:42:43.776,insert
2025-01-02 11:37:38.786,2025-05-27,2025-02-27,,f79c2bb4-5961-4f3d-88d2-763aa984e827,Z2025-00000001,omschrijving 190,2025-01-02,2025-01-02,toelichting 190,2025-04-10,805307631,Openbaar,ac55799e-61af-4a2d-bfa8-359a182bd027,2025-07-06 11:42:43.778,insert
2024-12-05 12:04:12.626,2025-05-27,2025-01-30,,abdc1e86-c85e-4d14-ad5a-1f80f0a0febb,Z2024-00000132,omschrijving 191,2024-12-05,2024-12-05,toelichting 191,2025-01-30,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:42:43.844,insert
2024-12-06 00:00:06.687,2025-05-21,2025-01-20,,e3db7ed8-2332-412f-b605-66c52d587388,Z2024-00000133,omschrijving 192,2024-12-05,2025-01-06,toelichting 192,2025-02-03,805307631,Openbaar,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:43.937,insert
2024-12-06 00:00:13.389,2025-05-21,2025-01-20,,e5c78840-f632-49e5-b457-0c1ee45c71f6,Z2024-00000134,omschrijving 193,2024-12-05,2025-01-06,toelichting 193,2025-02-03,805307631,Openbaar,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:43.937,insert
2024-12-06 10:28:14.274,2025-05-27,2025-01-31,,f7b62e87-4261-43bc-a4b9-8b0c65bfc257,Z2024-00000135,omschrijving 194,2024-12-06,2024-12-06,toelichting 194,2025-01-31,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:42:44.027,insert
2022-10-03 09:24:01.242,2022-12-09,2022-11-28,,d15ffffc-cfe8-4b82-a038-2a14b8c953b1,Z2022-00000094,omschrijving 195,2022-10-03,2022-10-03,toelichting 195,2022-11-28,805307631,Openbaar,32d2da91-ab96-4d30-b620-9d248269c9e5,2025-07-06 11:42:45.463,insert
2023-01-09 10:16:46.961,2023-08-15,2023-01-23,,0f7a82e2-5f16-47ff-a60c-ba21ef3556df,Z2023-00000007,omschrijving 196,2023-01-09,2023-01-09,toelichting 196,2023-02-06,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:45.925,insert
2022-09-09 09:13:29.205,2022-12-09,2022-11-04,,b3bc0b0b-7c5b-4ebd-9ea7-3bc4e166e6d1,Z2022-00000079,omschrijving 197,2022-09-09,2022-09-09,toelichting 197,2022-11-04,805307631,Openbaar,2f4dfe9b-f736-4442-90fc-3aa099fa8d0b,2025-07-06 11:42:46.538,insert
2023-09-05 12:30:18.154,,2023-10-31,,c4e21aab-9f7a-4968-99d5-4e5afd410598,Z2023-00000123,omschrijving 198,2023-09-05,2023-09-05,toelichting 198,2023-10-31,805307631,Openbaar,d4771f31-881d-442a-b8dc-4bc3adf0d6ef,2025-07-06 11:42:51.863,insert
2025-01-08 13:52:34.337,2025-01-14,2025-01-22,,95744fc0-0100-4c7b-b3ca-56252e8a3d6f,Z2025-00000002,omschrijving 199,2025-01-08,2025-01-08,toelichting 199,2025-02-05,805307631,Openbaar,4fdc356e-6d07-4557-93f3-470279094c33,2025-07-06 11:42:51.989,insert
2024-03-01 10:50:15.245,,2024-04-26,,3101b011-fb7f-4794-aab1-fe7367f4b79f,Z2024-00000021,omschrijving 200,2024-03-01,2024-03-01,toelichting 200,2024-04-26,805307631,Openbaar,744d2e30-c4da-4d55-8ea2-889516effa5b,2025-07-06 11:42:52.565,insert
2025-02-04 09:31:50.648,2025-02-12,2025-04-01,,2b6436c7-a2e5-41cf-a388-b4de23c25111,Z2025-00000024,omschrijving 201,2025-02-04,2025-02-04,toelichting 201,2025-04-01,805307631,Openbaar,a0a1b44e-492f-4560-9899-b2eca2887f0a,2025-07-06 11:42:52.566,insert
2024-03-11 15:56:09.977,,2024-05-06,,e7f961b7-6301-48c9-b544-ea35ead6e627,Z2024-00000025,omschrijving 202,2024-03-11,2024-03-11,toelichting 202,2024-05-06,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:42:52.566,insert
2024-02-29 11:01:03.029,,2024-06-06,,223d35f2-f837-4d8c-a36f-d99c2ef63a84,Z2024-00000020,omschrijving 203,2024-02-29,2024-02-29,toelichting 203,2024-07-18,805307631,Openbaar,02feced3-2eaf-4d7f-9ec9-ce78b0963d45,2025-07-06 11:42:53.298,insert
2023-01-16 13:20:18.239,2024-04-16,2023-02-13,,110e4bf4-e3df-4dbd-8fa4-e3e0f0f8038e,Z2023-00000016,omschrijving 204,2023-01-16,2023-01-30,toelichting 204,2023-02-27,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:53.536,insert
2022-06-22 13:34:51.100,2022-08-30,2025-03-17,,0c2793ce-f2e6-4796-8ae3-8001bb540ae3,Z2022-00000058,omschrijving 205,2022-06-22,2022-06-22,toelichting 205,2025-03-17,805307631,Openbaar,8270554b-cca6-451c-8da3-87c2e8a36944,2025-07-06 11:42:55.660,insert
2024-03-22 13:27:56.623,,2024-04-19,,1c10de41-472d-439f-9dfd-bb8f11ceda40,Z2024-00000032,omschrijving 206,2024-03-22,2024-03-22,toelichting 206,2024-04-19,805307631,Openbaar,00aac02a-333d-43f0-85b1-3ac94c14d902,2025-07-06 11:42:55.848,insert
2025-04-01 09:59:21.528,2025-05-20,2025-04-15,,2420a9aa-ebd5-4bc5-8495-c33023a2431d,Z2025-00000064,omschrijving 207,2025-04-01,2025-04-01,toelichting 207,2025-04-29,805307631,Openbaar,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:59.346,insert
2023-01-18 15:59:52.056,2023-01-23,2023-03-15,,562e9ec3-f55f-4f6d-8eab-d5240910ed28,Z2023-00000020,omschrijving 208,2023-01-18,2023-01-18,toelichting 208,2023-03-15,805307631,Openbaar,d294a646-68b0-4992-825f-a0fabcd4a180,2025-07-06 11:43:02.228,insert
2022-08-29 08:47:42.757,2022-12-09,2022-10-24,,cd778482-1f29-421e-8a85-75f45aee540d,Z2022-00000073,omschrijving 209,2022-08-29,2022-08-29,toelichting 209,2022-10-24,805307631,Openbaar,2f4dfe9b-f736-4442-90fc-3aa099fa8d0b,2025-07-06 11:43:06.629,insert
2022-01-21 09:32:36.677,2022-02-11,2022-03-18,,94d6c2d0-cfee-49a2-8a97-0ad739e48ed0,Z2022-00000007,omschrijving 210,2022-01-21,2022-01-21,toelichting 210,2022-03-18,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:43:07.645,insert
2022-03-04 12:03:39.155,2022-04-11,2022-04-29,,07c02177-d9bb-47a9-8176-c4086376c3a7,Z2022-00000019,omschrijving 211,2022-03-04,2022-03-04,toelichting 211,2022-04-29,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:07.758,insert
2022-03-09 11:21:11.796,2022-04-11,2022-05-04,,f4ff2d48-b494-4f73-a9d6-47b95ca482b7,Z2022-00000020,omschrijving 212,2022-03-09,2022-03-09,toelichting 212,2022-05-04,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:08.235,insert
2022-11-08 13:53:48.947,2023-05-04,2023-01-13,,ba33f950-c7d8-4c6f-b94a-9c36333ae1c8,Z2022-00000123,omschrijving 213,2022-11-08,2022-11-08,toelichting 213,2023-01-13,805307631,Openbaar,0fcf3834-1270-41ce-89e5-bb69665ddec0,2025-07-06 11:43:09.550,insert
2024-03-01 13:08:12.375,,2024-04-26,,efb911e5-1c2a-44d0-bc1f-00aa69c8e832,Z2024-00000022,omschrijving 214,2024-03-01,2024-03-01,toelichting 214,2024-04-26,805307631,Openbaar,744d2e30-c4da-4d55-8ea2-889516effa5b,2025-07-06 11:43:10.326,insert
2022-11-07 12:03:36.331,2022-12-09,2022-12-08,,e8c69427-0e95-41ba-b529-b6041f59983a,Z2022-00000118,omschrijving 215,2022-11-07,2022-11-24,toelichting 215,2022-12-22,805307631,Openbaar,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-07-06 11:43:13.360,insert
2023-12-19 08:31:52.451,2024-04-16,2024-02-13,,69e6ac44-124e-4b0e-9451-45fb104ee98e,Z2023-00000223,omschrijving 216,2023-12-19,2023-12-19,toelichting 216,2024-03-26,805307631,Openbaar,02feced3-2eaf-4d7f-9ec9-ce78b0963d45,2025-07-06 11:43:13.930,insert
2023-12-19 08:31:53.952,2024-04-16,2024-02-13,,99b36eb6-fa61-4a0e-a3ad-c76fba06521d,Z2023-00000224,omschrijving 217,2023-12-19,2023-12-19,toelichting 217,2024-03-26,805307631,Openbaar,02feced3-2eaf-4d7f-9ec9-ce78b0963d45,2025-07-06 11:43:13.930,insert
2023-09-05 11:57:38.296,,2023-10-31,,3b645784-cec3-44bb-8ac4-9544587ed581,Z2023-00000122,omschrijving 218,2023-09-05,2023-09-05,toelichting 218,2023-10-31,805307631,Zeer geheim,616e648d-366a-455b-9e71-14b20a011d71,2025-07-06 11:43:15.454,insert
2022-10-26 16:25:41.139,2022-12-09,2022-11-09,,109c6ab0-ad77-4847-8927-82f7c41dfc07,Z2022-00000105,omschrijving 219,2022-10-26,2022-10-26,toelichting 219,2022-11-23,805307631,Openbaar,9d28978b-0959-4921-8e89-c572945f5957,2025-07-06 11:43:16.343,insert
2022-11-07 09:54:53.888,2022-12-09,2022-11-22,,fa118e53-5f29-4eb8-8043-592ebea24508,Z2022-00000113,omschrijving 220,2022-11-07,2022-11-08,toelichting 220,2022-12-06,805307631,Openbaar,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-07-06 11:43:18.156,insert
2022-11-07 11:06:20.174,2022-12-09,2022-11-21,,959da20e-5e2a-4d1b-9d6a-1310f1b350cd,Z2022-00000115,omschrijving 221,2022-11-07,2022-11-07,toelichting 221,2022-12-05,805307631,Openbaar,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-07-06 11:43:18.343,insert
2023-07-19 11:16:35.063,2025-05-19,2023-11-25,,23571d48-7119-4ae4-893c-b1dc78e5a65d,Z2023-00000100,omschrijving 222,2023-07-19,2023-07-19,toelichting 222,2023-11-25,805307631,Openbaar,49d0e580-2902-4afe-a747-5d8889632b93,2025-07-06 11:43:18.650,insert
2022-10-18 09:23:56.925,2022-10-28,2022-11-03,,11e6a0db-8e66-4d69-a45c-d4b00fb1f041,Z2022-00000097,omschrijving 223,2022-10-18,2022-10-20,toelichting 223,2022-11-17,805307631,Openbaar,80e458e0-92c9-42e0-8d08-ea2118aad44a,2025-07-06 11:43:19.681,insert
2022-09-30 09:32:53.042,2022-10-28,2023-03-31,,a28ee3c6-f64b-4dc2-b4b3-6c15171bf122,Z2022-00000093,omschrijving 224,2022-09-30,2022-09-30,toelichting 224,2023-03-31,805307631,Openbaar,80dde6ae-ffc8-49c7-96dc-0cf2ffff4ef6,2025-07-06 11:43:19.682,insert
2024-02-15 15:57:05.428,2025-05-28,2024-09-12,,4bb560e6-68e7-4da0-8539-dd5d5cd3a82a,Z2024-00000013,omschrijving 225,2024-02-15,2024-07-18,toelichting 225,2024-09-12,805307631,Openbaar,744d2e30-c4da-4d55-8ea2-889516effa5b,2025-07-06 11:43:20.467,insert
2024-05-03 15:11:17.769,2025-05-28,2024-05-31,,5cd9af53-ec76-4913-afe3-37c6a5a31368,Z2024-00000074,omschrijving 226,2024-05-03,2024-05-03,toelichting 226,2024-05-31,805307631,Openbaar,f79985ce-50f0-4aeb-9320-d917197e33bb,2025-07-06 11:43:20.468,insert
2024-05-03 15:11:14.617,2025-05-28,2024-05-31,,e613e971-6c3a-4a23-b237-4ab1c6cdf683,Z2024-00000073,omschrijving 227,2024-05-03,2024-05-03,toelichting 227,2024-05-31,805307631,Openbaar,f79985ce-50f0-4aeb-9320-d917197e33bb,2025-07-06 11:43:20.468,insert
2024-04-10 10:17:31.523,2025-05-28,2024-05-08,,30b7d269-bf7d-4093-b30a-4dd1c8b23d88,Z2024-00000051,omschrijving 228,2024-04-10,2024-04-24,toelichting 228,2024-05-22,805307631,Openbaar,3a15fe08-3b83-41e5-92d9-9e25578c127e,2025-07-06 11:43:20.469,insert
2024-04-16 10:18:56.116,2025-06-04,2024-04-30,,e553c05f-1c37-4502-92f2-714dc43c2b53,Z2024-00000068,omschrijving 229,2024-04-16,2024-04-16,toelichting 229,2024-05-14,805307631,Openbaar,3a15fe08-3b83-41e5-92d9-9e25578c127e,2025-07-06 11:43:20.733,insert
2024-05-06 12:48:15.293,2025-06-04,2024-05-20,,9193cc1b-49bd-42ea-ad17-cde6b52bb985,Z2024-00000075,omschrijving 230,2024-05-06,2024-05-06,toelichting 230,2027-01-30,805307631,Openbaar,498d1efa-5cf6-4300-b346-9d85e4399774,2025-07-06 11:43:20.734,insert
2023-08-31 09:30:38.916,2025-06-04,2023-09-28,,63691bb1-184c-4506-a7d6-3fb5574723a9,Z2023-00000118,omschrijving 231,2023-08-31,2023-08-31,toelichting 231,2023-09-28,805307631,Openbaar,a303785d-08f0-40c7-b397-e3257fd99097,2025-07-06 11:43:20.734,insert
2025-06-16 16:20:17.640,,2025-07-14,,903d50cc-2a2a-4ac5-bd14-6cc06fcdfe9e,Z2025-00000093,omschrijving 232,2025-06-16,2025-06-16,toelichting 232,2025-07-14,805307631,Openbaar,5f580b0a-3b7c-464c-8afa-b1ca76b4d8a5,2025-07-06 11:43:21.158,insert
2021-12-29 08:58:19.014,2022-03-07,2022-02-23,,17262be5-78ed-442b-acdb-f62992b05b59,Z2021-00000016,omschrijving 233,2021-12-29,2021-12-29,toelichting 233,2022-02-23,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:21.871,insert
2022-01-18 14:04:29.750,2022-01-18,2022-03-15,,223cb937-1690-4fea-8f49-2e27ce2b728f,Z2022-00000005,omschrijving 234,2022-01-18,2022-01-18,toelichting 234,2022-03-15,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:43:21.874,insert
2022-02-24 16:56:34.865,2022-03-07,2022-04-21,,2a9f7705-4029-419b-920f-6ea2fb6bb20f,Z2022-00000017,omschrijving 235,2022-02-24,2022-02-24,toelichting 235,2022-04-21,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:21.881,insert
2021-09-03 08:19:01.437,2022-02-14,2021-10-29,,32c2e942-4d07-4530-9d27-9b5dea1133f2,Z2021-00000002,omschrijving 236,2021-09-03,2021-09-03,toelichting 236,2021-10-29,805307631,Openbaar,e759286d-afb4-4eed-8e82-89aa672c9067,2025-07-06 11:43:21.886,insert
2022-03-09 11:25:11.898,2022-03-17,2022-05-04,,58961bde-0944-4ac2-926f-73a5ae65a3fb,Z2022-00000021,omschrijving 237,2022-03-09,2022-03-09,toelichting 237,2022-05-04,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:22.026,insert
2021-10-25 09:46:29.949,2022-03-07,2021-12-20,,5cf92114-4ff5-40ff-9118-2724f7c3cd90,Z2021-00000007,omschrijving 238,2021-10-25,2021-10-25,toelichting 238,2021-12-20,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:22.028,insert
2022-03-15 11:05:42.459,2022-05-02,2022-04-12,,5d8fafdb-0809-402c-9280-f7ba927ee7ce,Z2022-00000024,omschrijving 239,2022-03-15,2022-03-15,toelichting 239,2022-04-12,805307631,Openbaar,733172c2-004e-439a-95b6-5aa0eb5fe1f9,2025-07-06 11:43:22.030,insert
2022-03-22 12:00:46.167,2022-03-29,2022-04-19,,6159f435-e49d-4628-a96e-37634d1fdcb5,Z2022-00000040,omschrijving 240,2022-03-22,2022-03-22,toelichting 240,2022-04-19,803093007,Openbaar,733172c2-004e-439a-95b6-5aa0eb5fe1f9,2025-07-06 11:43:22.082,insert
2022-03-29 11:07:28.115,2022-12-09,2022-05-24,,64909036-228e-47ab-9914-f00db9f4338b,Z2022-00000044,omschrijving 241,2022-03-29,2022-03-29,toelichting 241,2022-05-24,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:22.085,insert
2022-01-17 09:35:35.886,2022-01-18,2022-04-25,,7900af12-12ed-42cb-aecc-b92fc4463b15,Z2022-00000003,omschrijving 242,2022-01-17,2022-01-17,toelichting 242,2022-04-25,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:22.134,insert
2021-12-07 10:36:27.801,2022-03-07,2022-02-01,,95f7aeba-1c71-4f70-ab63-91500a340b24,Z2021-00000010,omschrijving 243,2021-12-07,2021-12-07,toelichting 243,2022-02-01,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:22.246,insert
2022-03-28 15:18:36.521,2022-06-24,2022-04-25,,b300d5dd-fad9-461d-ab11-bc94916c68ce,Z2022-00000041,omschrijving 244,2022-03-28,2022-03-28,toelichting 244,2022-04-25,805307631,Openbaar,733172c2-004e-439a-95b6-5aa0eb5fe1f9,2025-07-06 11:43:22.428,insert
2023-09-25 12:11:13.370,,2026-06-20,,de7b67c5-6329-4e1e-bdbf-52698e5f46e3,Z2023-00000150,omschrijving 245,2023-09-25,2023-09-25,toelichting 245,2026-06-20,805307631,Openbaar,b4240784-2763-47d1-bdee-3de49f6306b0,2025-07-06 11:43:22.595,insert
2021-09-02 09:25:26.577,2022-02-14,2021-10-28,,cc0c1fd1-0f7a-42ad-823c-dd0572c9382a,Z2021-00000001,omschrijving 246,2021-09-02,2021-09-02,toelichting 246,2021-10-28,805307631,Openbaar,e759286d-afb4-4eed-8e82-89aa672c9067,2025-07-06 11:43:22.595,insert
2021-11-10 14:46:39.093,2022-02-14,2022-01-05,,dac9f5ea-74e9-4dda-b1a1-dd4e023ad592,Z2021-00000008,omschrijving 247,2021-11-10,2021-11-10,toelichting 247,2022-01-05,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:22.735,insert
2021-12-15 11:09:32.930,2022-03-07,2022-02-09,,f1414518-34c4-4da0-989d-29f2a853869c,Z2021-00000014,omschrijving 248,2021-12-15,2021-12-15,toelichting 248,2022-02-09,805307631,Openbaar,e759286d-afb4-4eed-8e82-89aa672c9067,2025-07-06 11:43:22.834,insert
2022-03-15 12:05:02.012,2022-05-02,2022-04-12,,f22bc51f-c00b-4450-825d-8984146f5dc9,Z2022-00000027,omschrijving 249,2022-03-15,2022-03-15,toelichting 249,2022-04-12,805307631,Openbaar,d033cc69-2a14-49aa-b93d-d3556bcbc230,2025-07-06 11:43:22.835,insert
2022-01-26 11:06:28.131,2022-02-14,2022-03-18,,f263fee6-cf0a-4f6c-8c5d-57d19083ca52,Z2022-00000008,omschrijving 250,2022-01-26,2022-01-21,toelichting 250,2022-03-18,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:43:22.835,insert
2022-06-20 09:21:11.913,2022-08-30,2022-12-19,,0b881106-ddd7-4835-b345-e46dfd330436,Z2022-00000056,omschrijving 251,2022-06-20,2022-06-20,toelichting 251,2022-12-19,805307631,Openbaar,040a0883-a963-4d8e-86b8-e7aca4ec5643,2025-07-06 11:43:22.950,insert
2022-05-11 14:00:44.516,2022-12-09,2022-07-06,,0f46f147-1a1b-451a-a528-6865fe202aa0,Z2022-00000051,omschrijving 252,2022-05-11,2022-05-11,toelichting 252,2022-07-06,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:22.990,insert
2022-05-11 09:41:35.917,2022-06-24,2022-06-08,,63782493-5797-4cd5-aac9-35fc3bfd6744,Z2022-00000049,omschrijving 253,2022-05-11,2022-05-11,toelichting 253,2022-06-08,805307631,Openbaar,f8199892-186a-4fac-9516-8db566ff57be,2025-07-06 11:43:23.388,insert
2022-05-11 13:23:32.902,2022-12-09,2022-07-06,,7d7d3691-57a5-4319-a75b-731b520a4809,Z2022-00000050,omschrijving 254,2022-05-11,2022-05-11,toelichting 254,2022-07-06,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:23.527,insert
2022-06-13 15:12:51.974,2022-10-28,2022-06-27,,840aa9d2-8e1a-4933-91a2-c2e1e246cf2c,Z2022-00000054,omschrijving 255,2022-06-13,2022-06-13,toelichting 255,2022-07-11,805307631,Openbaar,a884ab3f-7d66-452c-ba70-2fd3e15a4517,2025-07-06 11:43:23.536,insert
2022-06-20 09:21:10.499,2022-08-30,2022-07-18,,bd9843fc-ae79-402b-9bd6-988b5943a9cd,Z2022-00000055,omschrijving 256,2022-06-20,2022-06-20,toelichting 256,2022-07-18,805307631,Openbaar,f8199892-186a-4fac-9516-8db566ff57be,2025-07-06 11:43:23.773,insert
2022-04-19 15:07:39.829,2022-04-20,2022-05-03,,f08316aa-37fc-4de7-8647-80ff4ddee240,Z2022-00000046,omschrijving 257,2022-04-19,2022-04-19,toelichting 257,2022-05-17,805307631,Openbaar,a884ab3f-7d66-452c-ba70-2fd3e15a4517,2025-07-06 11:43:24.033,insert
2022-05-11 09:41:34.827,2022-06-28,2022-07-06,,f35158ad-3476-4ee5-92a0-52df0bf72cb9,Z2022-00000048,omschrijving 258,2022-05-11,2022-05-11,toelichting 258,2022-07-06,805307631,Openbaar,881d753a-5f37-4731-bd5d-ab270d407120,2025-07-06 11:43:24.037,insert
2021-11-11 06:38:00.942,2022-03-07,2022-01-06,,a5286e66-cce7-40d3-8b9a-57ecb76fbd17,Z2021-00000009,omschrijving 259,2021-11-11,2021-11-11,toelichting 259,2022-01-06,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:26.132,insert
2023-10-11 11:58:09.834,,2023-10-25,,cc62b25f-0502-453a-9acb-8d3c750fc124,Z2023-00000158,omschrijving 260,2023-10-11,2023-10-11,toelichting 260,2023-11-08,805307631,Openbaar,f24154fd-5f45-4ef2-9248-ef061e248541,2025-07-06 11:43:26.856,insert
2024-09-05 09:12:10.969,2024-09-05,2024-10-03,,67887c40-193e-474e-9593-2b6dbc97ec92,Z2024-00000111,omschrijving 261,2024-09-05,2024-09-05,toelichting 261,2024-10-03,805307631,Openbaar,f79985ce-50f0-4aeb-9320-d917197e33bb,2025-07-06 11:43:28.429,insert
2022-03-17 11:27:29.803,2022-05-02,2022-03-31,,44c345de-4b61-465a-b0eb-6f8ff7efd5c6,Z2022-00000034,omschrijving 262,2022-03-17,2022-03-17,toelichting 262,2022-04-14,805307631,Openbaar,e1dd462d-1e6b-4274-9291-34519219b5ee,2025-07-06 11:43:35.637,insert
2021-12-07 10:49:59.244,2022-03-17,2022-02-01,,25421da0-6a0b-49f2-90ad-1efe4d56dd29,Z2021-00000011,omschrijving 263,2021-12-07,2021-12-07,toelichting 263,2022-02-01,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:36.026,insert
2022-01-11 10:16:30.771,2022-03-17,2022-03-08,,f2adb60b-73c0-42f4-aac5-84003707acc9,Z2022-00000002,omschrijving 264,2022-01-11,2022-01-11,toelichting 264,2022-03-08,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:43:36.079,insert
2022-02-01 12:03:20.103,2022-03-17,2022-03-29,,cfc5f9f9-e008-402b-b8f1-7a3f96733a59,Z2022-00000013,omschrijving 265,2022-02-01,2022-02-01,toelichting 265,2022-03-29,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:43:36.150,insert
